TIME ms, IN1, IN2
-16.406, 0.012817, -1.740723
-16.455, 0.012939, -0.310059
-16.504, 0.012817, 1.14624
-16.553, 0.013062, 2.491455
-16.602, 0.012695, 3.598633
-16.65, 0.012939, 4.361572
-16.699, 0.012939, 4.707031
-16.748, 0.012939, 4.609375
-16.797, 0.012573, 4.068604
-16.846, 0.012573, 3.144531
-16.895, 0.012817, 1.916504
-16.943, 0.012573, 0.505371
-16.992, 0.012939, -0.716553
-17.041, 0.012817, -2.116699
-17.09, 0.012939, -3.31665
-17.139, 0.013062, -4.207764
-17.188, 0.013062, -4.702148
-17.236, 0.012695, -4.754639
-17.285, 0.012817, -4.359131
-17.334, 0.012573, -3.554688
-17.383, 0.012695, -2.416992
-17.432, 0.013062, -1.053467
-17.48, 0.012695, 0.406494
-17.529, 0.012939, 1.82373
-17.578, 0.012695, 3.070068
-17.627, 0.012573, 4.018555
-17.676, 0.012939, 4.588623
-17.725, 0.012817, 4.716797
-17.773, 0.012451, 4.401855
-17.822, 0.013062, 3.659668
-17.871, 0.012817, 2.575684
-17.92, 0.012939, 1.241455
-17.969, 0.013306, -0.212402
-18.018, 0.013062, -1.64917
-18.066, 0.012939, -2.93335
-18.115, 0.012817, -3.94043
-18.164, 0.013062, -4.580078
-18.213, 0.012939, -4.787598
-18.262, 0.012695, -4.614258
-18.311, 0.012939, -4.014893
-18.359, 0.012939, -3.034668
-18.408, 0.013062, -1.773682
-18.457, 0.013062, -0.345459
-18.506, 0.012817, 1.113281
-18.555, 0.013062, 2.460938
-18.604, 0.013306, 3.575439
-18.652, 0.013062, 4.348145
-18.701, 0.012939, 4.708252
-18.75, 0.012695, 4.61792
-18.799, 0.012817, 4.089355
-18.848, 0.012695, 3.170166
-18.896, 0.012695, 1.948242
-18.945, 0.012939, 0.53833
-18.994, 0.012817, -0.925293
-19.043, 0.013062, -2.303467
-19.092, 0.012695, -3.464355
-19.141, 0.013184, -4.304199
-19.189, 0.012573, -4.735107
-19.238, 0.012817, -4.724121
-19.287, 0.012695, -4.265137
-19.336, 0.012817, -3.409424
-19.385, 0.012451, -2.232666
-19.434, 0.012817, -0.847168
-19.482, 0.013062, 0.371094
-19.531, 0.012817, 1.794434
-19.58, 0.012939, 3.043213
-19.629, 0.012939, 4.001465
-19.678, 0.012939, 4.578857
-19.727, 0.012817, 4.72168
-19.775, 0.012817, 4.412842
-19.824, 0.012817, 3.685303
-19.873, 0.012817, 2.60498
-19.922, 0.013062, 1.274414
-19.971, 0.012573, -0.177002
-20.02, 0.012817, -1.61377
-20.068, 0.012573, -2.904053
-20.117, 0.012817, -3.918457
-20.166, 0.012573, -4.567871
-20.215, 0.012817, -4.786377
-20.264, 0.012573, -4.554443
-20.313, 0.012939, -3.895264
-20.361, 0.012573, -2.869873
-20.41, 0.012695, -1.574707
-20.459, 0.012573, -0.135498
-20.508, 0.012817, 1.315918
-20.557, 0.012451, 2.641602
-20.605, 0.01355, 3.708496
-20.654, 0.012573, 4.428711
-20.703, 0.012817, 4.705811
-20.752, 0.012817, 4.624023
-20.801, 0.012451, 4.106445
-20.85, 0.012695, 3.19458
-20.898, 0.012451, 1.983643
-20.947, 0.012695, 0.57373
-20.996, 0.012573, -0.889893
-21.045, 0.012695, -2.270508
-21.094, 0.012695, -3.441162
-21.143, 0.012695, -4.287109
-21.191, 0.012695, -4.732666
-21.24, 0.012573, -4.727783
-21.289, 0.012451, -4.284668
-21.338, 0.012573, -3.433838
-21.387, 0.012695, -2.264404
-21.436, 0.012451, -0.880127
-21.484, 0.012573, 0.581055
-21.533, 0.012451, 1.987305
-21.582, 0.012573, 3.200684
-21.631, 0.012817, 4.110107
-21.68, 0.012695, 4.625244
-21.729, 0.012817, 4.703369
-21.777, 0.012573, 4.331055
-21.826, 0.012817, 3.548584
-21.875, 0.012817, 2.424316
-21.924, 0.012451, 1.072998
-21.973, 0.012695, -0.141602
-22.021, 0.012939, -1.584473
-22.07, 0.012695, -2.877197
-22.119, 0.012695, -3.901367
-22.168, 0.012817, -4.558105
-22.217, 0.012939, -4.788818
-22.266, 0.012817, -4.56543
-22.314, 0.013306, -3.916016
-22.363, 0.012329, -2.896729
-22.412, 0.012695, -1.610107
-22.461, 0.012573, -0.169678
-22.51, 0.012573, 1.28418
-22.559, 0.012573, 2.611084
-22.607, 0.012939, 3.686523
-22.656, 0.012817, 4.414062
-22.705, 0.012817, 4.718018
-22.754, 0.012573, 4.577637
-22.803, 0.012817, 3.995361
-22.852, 0.012817, 3.03833
-22.9, 0.012695, 1.785889
-22.949, 0.012695, 0.36499
-22.998, 0.012695, -1.094971
-23.047, 0.012329, -2.454834
-23.096, 0.012817, -3.583984
-23.145, 0.012939, -4.378662
-23.193, 0.013062, -4.727783
-23.242, 0.012817, -4.737549
-23.291, 0.012817, -4.301758
-23.34, 0.012573, -3.460693
-23.389, 0.012695, -2.294922
-23.438, 0.012817, -0.917969
-23.486, 0.012573, 0.546875
-23.535, 0.012573, 1.953125
-23.584, 0.012817, 3.175049
-23.633, 0.012817, 4.089355
-23.682, 0.013062, 4.61792
-23.73, 0.012817, 4.70459
-23.779, 0.012451, 4.348145
-23.828, 0.013062, 3.570557
-23.877, 0.012817, 2.456055
-23.926, 0.012817, 1.105957
-23.975, 0.013062, -0.355225
-24.023, 0.012817, -1.782227
-24.072, 0.012573, -3.044434
-24.121, 0.013184, -4.020996
-24.17, 0.013184, -4.620361
-24.219, 0.013428, -4.783936
-24.268, 0.013184, -4.499512
-24.316, 0.013062, -3.790283
-24.365, 0.012817, -2.727051
-24.414, 0.012939, -1.640625
-24.463, 0.012817, -0.205078
-24.512, 0.012817, 1.248779
-24.561, 0.013184, 2.579346
-24.609, 0.012817, 3.666992
-24.658, 0.013184, 4.400635
-24.707, 0.012817, 4.720459
-24.756, 0.012817, 4.584961
-24.805, 0.012817, 4.016113
-24.854, 0.012817, 3.063965
-24.902, 0.012573, 1.821289
-24.951, 0.012573, 0.400391
