TIME ms, IN1, IN2
14.502, 0.012695, 3.696289
14.453, 0.012695, 2.62085
14.404, 0.012451, 1.296387
14.355, 0.012695, -0.15625
14.307, 0.012451, -1.595459
14.258, 0.012695, -2.889404
14.209, 0.012573, -3.909912
14.16, 0.012817, -4.562988
14.111, 0.012817, -4.788818
14.063, 0.012695, -4.561768
14.014, 0.012817, -3.907471
13.965, 0.012817, -2.888184
13.916, 0.012817, -1.59668
13.867, 0.012451, -0.400391
13.818, 0.012817, 1.057129
13.77, 0.013062, 2.41333
13.721, 0.012451, 3.537598
13.672, 0.012695, 4.326172
13.623, 0.012451, 4.700928
13.574, 0.012573, 4.630127
13.525, 0.012573, 4.116211
13.477, 0.012573, 3.21167
13.428, 0.012817, 1.998291
13.379, 0.012451, 0.595703
13.33, 0.012939, -0.870361
13.281, 0.012329, -2.252197
13.232, 0.012817, -3.426514
13.184, 0.013062, -4.278564
13.135, 0.012329, -4.727783
13.086, 0.012573, -4.732666
13.037, 0.012451, -4.294434
12.988, 0.012817, -3.453369
12.939, 0.012573, -2.285156
12.891, 0.012573, -0.905762
12.842, 0.012695, 0.556641
12.793, 0.012695, 1.962891
12.744, 0.012817, 3.183594
12.695, 0.013184, 4.095459
12.646, 0.012451, 4.56543
12.598, 0.012817, 4.720459
12.549, 0.012695, 4.431152
12.5, 0.012817, 3.71582
12.451, 0.012817, 2.648926
12.402, 0.012451, 1.330566
12.354, 0.012817, -0.123291
12.305, 0.012939, -1.563721
12.256, 0.012817, -2.860107
12.207, 0.012939, -3.88916
12.158, 0.012573, -4.553223
12.109, 0.012939, -4.787598
12.061, 0.012817, -4.572754
12.012, 0.012817, -3.931885
11.963, 0.013062, -2.91748
11.914, 0.012817, -1.628418
11.865, 0.012695, -0.19165
11.816, 0.012695, 1.260986
11.768, 0.012939, 2.590332
11.719, 0.012939, 3.674316
11.67, 0.012817, 4.405518
11.621, 0.012939, 4.718018
11.572, 0.012817, 4.58252
11.523, 0.012939, 4.005127
11.475, 0.012939, 3.051758
11.426, 0.012817, 1.80542
11.377, 0.012939, 0.628662
11.328, 0.012573, -0.836182
11.279, 0.012451, -2.2229
11.23, 0.012817, -3.40332
11.182, 0.012939, -4.263916
11.133, 0.013062, -4.724121
11.084, 0.012817, -4.741211
11.035, 0.012817, -4.310303
10.986, 0.012695, -3.475342
10.938, 0.012939, -2.314453
10.889, 0.013184, -0.939941
10.84, 0.012817, 0.523682
10.791, 0.013062, 1.932373
10.742, 0.013062, 3.156738
10.693, 0.012939, 4.077148
10.645, 0.013062, 4.614258
10.596, 0.012939, 4.705811
10.547, 0.012695, 4.355469
10.498, 0.012695, 3.583984
10.449, 0.012451, 2.474365
10.4, 0.012939, 1.124268
10.352, 0.012695, -0.332031
10.303, 0.012939, -1.760254
10.254, 0.012695, -3.026123
10.205, 0.012817, -4.006348
10.156, 0.012695, -4.541016
10.107, 0.012817, -4.787598
10.059, 0.012817, -4.584961
10.01, 0.012695, -3.946533
9.961, 0.012939, -2.943115
9.912, 0.013062, -1.663818
9.863, 0.013306, -0.227051
9.814, 0.012695, 1.225586
9.766, 0.012817, 2.561035
9.717, 0.012695, 3.653564
9.668, 0.013062, 4.390869
9.619, 0.012939, 4.716797
9.57, 0.012695, 4.588623
9.521, 0.012939, 4.025879
9.473, 0.012817, 3.079834
9.424, 0.012817, 1.838379
9.375, 0.012573, 0.421143
9.326, 0.012695, -1.04126
9.277, 0.012817, -2.406006
9.229, 0.012573, -3.547363
9.18, 0.012817, -4.355469
9.131, 0.012573, -4.754639
9.082, 0.012573, -4.703369
9.033, 0.012817, -4.213867
8.984, 0.012939, -3.327637
8.936, 0.013184, -2.346191
8.887, 0.012939, -0.9729
8.838, 0.012573, 0.489502
8.789, 0.012573, 1.903076
8.74, 0.012939, 3.131104
8.691, 0.012817, 4.063721
8.643, 0.012939, 4.604492
8.594, 0.012695, 4.710693
8.545, 0.012695, 4.366455
8.496, 0.012817, 3.607178
8.447, 0.012939, 2.503662
8.398, 0.012939, 1.159668
8.35, 0.012695, -0.296631
8.301, 0.012695, -1.729736
8.252, 0.012451, -2.999268
8.203, 0.012939, -3.989258
8.154, 0.012939, -4.604492
8.105, 0.012329, -4.781494
8.057, 0.012695, -4.517822
8.008, 0.012695, -3.823242
7.959, 0.012939, -2.773438
7.91, 0.012695, -1.462402
7.861, 0.012573, -0.015869
7.813, 0.012695, 1.429443
7.764, 0.012573, 2.738037
7.715, 0.012573, 3.781738
7.666, 0.012695, 4.382324
7.617, 0.012695, 4.714355
7.568, 0.012939, 4.598389
7.52, 0.012573, 4.04541
7.471, 0.012939, 3.106689
7.422, 0.012817, 1.870117
7.373, 0.012451, 0.454102
7.324, 0.012573, -1.005859
7.275, 0.012817, -2.375488
7.227, 0.012451, -3.521729
7.178, 0.012573, -4.338379
7.129, 0.012329, -4.748535
7.08, 0.012817, -4.709473
7.031, 0.012939, -4.229736
6.982, 0.012817, -3.35083
6.934, 0.012695, -2.159424
6.885, 0.012817, -0.766602
6.836, 0.012451, 0.699463
6.787, 0.012573, 2.093506
6.738, 0.012451, 3.286133
6.689, 0.012817, 4.165039
6.641, 0.012451, 4.649658
6.592, 0.012695, 4.688721
6.543, 0.012573, 4.283447
6.494, 0.012329, 3.469238
6.445, 0.012451, 2.531738
6.396, 0.012695, 1.193848
6.348, 0.012451, -0.262451
6.299, 0.012329, -1.694336
6.25, 0.012695, -2.971191
6.201, 0.012573, -3.969727
6.152, 0.012207, -4.591064
6.104, 0.012817, -4.787598
6.055, 0.012573, -4.528809
6.006, 0.012451, -3.846436
5.957, 0.012451, -2.801514
5.908, 0.012695, -1.496582
5.859, 0.012695, -0.050049
5.811, 0.012573, 1.397705
5.762, 0.012573, 2.70752
5.713, 0.012695, 3.759766
5.664, 0.012329, 4.455566
5.615, 0.012695, 4.7229
5.566, 0.012939, 4.544678
5.518, 0.012573, 3.930664
5.469, 0.012817, 2.945557
5.42, 0.012451, 1.676025
5.371, 0.012573, 0.245361
5.322, 0.012695, -1.213379
5.273, 0.012695, -2.558594
5.225, 0.012695, -3.499756
5.176, 0.012817, -4.326172
5.127, 0.012695, -4.744873
5.078, 0.012695, -4.719238
5.029, 0.012451, -4.244385
4.98, 0.012573, -3.377686
4.932, 0.012573, -2.189941
4.883, 0.012573, -0.799561
4.834, 0.012573, 0.664062
4.785, 0.012329, 2.061768
4.736, 0.012695, 3.260498
4.688, 0.012695, 4.145508
4.639, 0.012817, 4.639893
4.59, 0.012573, 4.692383
4.541, 0.012939, 4.298096
4.492, 0.012451, 3.491211
4.443, 0.012817, 2.353516
4.395, 0.012573, 0.98877
4.346, 0.012695, -0.472412
4.297, 0.012573, -1.890869
4.248, 0.012817, -3.134766
4.199, 0.012939, -4.083252
4.15, 0.012695, -4.650879
4.102, 0.012939, -4.776611
4.053, 0.012939, -4.458008
4.004, 0.012817, -3.867188
3.955, 0.012573, -2.82959
3.906, 0.012695, -1.529541
3.857, 0.012573, -0.085449
3.809, 0.012451, 1.363525
3.76, 0.012451, 2.678223
3.711, 0.013062, 3.737793
3.662, 0.012817, 4.442139
3.613, 0.013184, 4.72168
3.564, 0.012451, 4.555664
3.516, 0.012817, 3.951416
3.467, 0.012817, 2.972412
3.418, 0.012695, 1.707764
3.369, 0.012573, 0.279541
3.32, 0.012573, -1.177979
3.271, 0.012695, -2.528076
3.223, 0.012817, -3.641357
3.174, 0.013184, -4.411621
3.125, 0.013062, -4.770508
3.076, 0.012939, -4.676514
3.027, 0.012695, -4.143066
2.979, 0.012695, -3.223877
2.93, 0.012817, -1.999512
2.881, 0.012817, -0.593262
2.832, 0.013184, 0.869141
2.783, 0.012817, 2.248535
2.734, 0.012451, 3.234863
2.686, 0.012939, 4.13208
2.637, 0.012939, 4.63501
2.588, 0.013062, 4.696045
2.539, 0.013062, 4.310303
2.49, 0.013062, 3.514404
2.441, 0.012817, 2.382812
2.393, 0.012817, 1.021729
2.344, 0.013062, -0.439453
2.295, 0.012817, -1.860352
2.246, 0.012817, -3.109131
2.197, 0.013062, -4.063721
2.148, 0.012939, -4.639893
2.1, 0.013062, -4.779053
2.051, 0.012939, -4.471436
2.002, 0.012695, -3.736572
1.953, 0.012939, -2.658691
1.904, 0.012939, -1.328125
1.855, 0.012939, 0.124512
1.807, 0.012817, 1.563721
1.758, 0.013062, 2.849121
1.709, 0.012695, 3.861084
1.66, 0.013062, 4.509277
1.611, 0.012695, 4.727783
1.563, 0.012817, 4.49585
1.514, 0.012573, 3.969727
1.465, 0.013062, 2.998047
1.416, 0.012939, 1.739502
1.367, 0.012817, 0.314941
1.318, 0.013184, -1.14624
1.27, 0.012695, -2.497559
1.221, 0.012695, -3.616943
1.172, 0.012817, -4.396973
1.123, 0.012451, -4.764404
1.074, 0.012695, -4.682617
1.025, 0.012817, -4.162598
976.563, 0.013184, -3.249512
927.734, 0.012817, -2.03125
878.906, 0.012695, -0.625
830.078, 0.012695, 0.837402
781.25, 0.013184, 2.216797
732.422, 0.013062, 3.38501
683.594, 0.012939, 4.229736
634.766, 0.012695, 4.672852
585.938, 0.013062, 4.667969
537.109, 0.012695, 4.222412
488.281, 0.012817, 3.372803
439.453, 0.012451, 2.198486
390.625, 0.012695, 0.817871
341.797, 0.012695, -0.644531
292.969, 0.012939, -1.827393
244.141, 0.012695, -3.079834
195.313, 0.012939, -4.047852
146.484, 0.012817, -4.630127
97.656, 0.013184, -4.782715
48.828, 0.012695, -4.481201
0, 0.012695, -3.762207
-48.828, 0.013184, -2.686768
-97.656, 0.012573, -1.361084
-146.484, 0.012939, 0.090332
-195.313, 0.012573, 1.531982
-244.141, 0.012939, 2.821045
-292.969, 0.012695, 3.843994
-341.797, 0.013184, 4.499512
-390.625, 0.012939, 4.725342
-439.453, 0.012939, 4.504395
-488.281, 0.012573, 3.852539
-537.109, 0.012695, 2.835693
-585.938, 0.012817, 1.542969
-634.766, 0.012817, 0.10376
-683.594, 0.012817, -1.348877
-732.422, 0.012939, -2.675781
-781.25, 0.012695, -3.751221
-830.078, 0.012695, -4.476318
-878.906, 0.012817, -4.780273
-927.734, 0.012817, -4.63623
-976.563, 0.012573, -4.177246
-1.025, 0.012695, -3.273926
-1.074, 0.012817, -2.061768
-1.123, 0.012573, -0.65918
-1.172, 0.012817, 0.803223
-1.221, 0.013062, 2.185059
-1.27, 0.013062, 3.361816
-1.318, 0.012451, 4.215088
-1.367, 0.012451, 4.666748
-1.416, 0.012451, 4.674072
-1.465, 0.012695, 4.237061
-1.514, 0.012695, 3.395996
-1.563, 0.012817, 2.231445
-1.611, 0.012817, 0.85083
-1.66, 0.012695, -0.610352
-1.709, 0.012817, -2.019043
-1.758, 0.012329, -3.238525
-1.807, 0.012573, -4.154053
-1.855, 0.012695, -4.681396
-1.904, 0.012573, -4.764404
-1.953, 0.012695, -4.403076
-2.002, 0.012695, -3.625488
-2.051, 0.012573, -2.508545
-2.1, 0.012817, -1.156006
-2.148, 0.012451, 0.302734
-2.197, 0.012573, 1.497803
-2.246, 0.013184, 2.792969
-2.295, 0.012817, 3.825684
-2.344, 0.012817, 4.488525
-2.393, 0.012695, 4.729004
-2.441, 0.012451, 4.516602
-2.49, 0.012451, 3.874512
-2.539, 0.012817, 2.862549
-2.588, 0.012695, 1.577148
-2.637, 0.012695, 0.137939
-2.686, 0.012939, -1.315918
-2.734, 0.012451, -2.645264
-2.783, 0.012451, -3.730469
-2.832, 0.012573, -4.462891
-2.881, 0.012817, -4.777832
-2.93, 0.012451, -4.642334
-2.979, 0.012695, -4.068604
-3.027, 0.012573, -3.117676
-3.076, 0.012817, -1.870117
-3.125, 0.012817, -0.45166
-3.174, 0.012573, 1.009521
-3.223, 0.012695, 2.370605
-3.271, 0.012695, 3.504639
-3.32, 0.012451, 4.306641
-3.369, 0.012695, 4.696045
-3.418, 0.012695, 4.681396
-3.467, 0.013062, 4.251709
-3.516, 0.013062, 3.419189
-3.564, 0.012573, 2.261963
-3.613, 0.012329, 0.88623
-3.662, 0.012573, -0.576172
-3.711, 0.012573, -1.986084
-3.76, 0.012451, -3.21167
-3.809, 0.012573, -4.134521
-3.857, 0.012451, -4.672852
-3.906, 0.012451, -4.768066
-3.955, 0.012939, -4.416504
-4.004, 0.012573, -3.647461
-4.053, 0.012817, -2.539062
-4.102, 0.012817, -1.190186
-4.15, 0.012573, 0.267334
-4.199, 0.013062, 1.693115
-4.248, 0.012817, 2.961426
-4.297, 0.012573, 3.94165
-4.346, 0.012817, 4.550781
-4.395, 0.012695, 4.724121
-4.443, 0.012695, 4.448242
-4.492, 0.012573, 3.748779
-4.541, 0.012451, 2.69043
-4.59, 0.012451, 1.378174
-4.639, 0.012573, -0.072021
-4.688, 0.012573, -1.280518
-4.736, 0.012451, -2.614746
-4.785, 0.012329, -3.707275
-4.834, 0.012451, -4.449463
-4.883, 0.012695, -4.777832
-4.932, 0.012695, -4.650879
-4.98, 0.012573, -4.089355
-5.029, 0.012695, -3.14209
-5.078, 0.012695, -1.903076
-5.127, 0.012451, -0.48584
-5.176, 0.012573, 0.974121
-5.225, 0.012939, 2.340088
-5.273, 0.012695, 3.482666
-5.322, 0.012573, 4.290771
-5.371, 0.012451, 4.692383
-5.42, 0.012573, 4.644775
-5.469, 0.012695, 4.155273
-5.518, 0.012573, 3.272705
-5.566, 0.012939, 2.072754
-5.615, 0.012573, 0.67749
-5.664, 0.012695, -0.787354
-5.713, 0.012451, -2.177734
-5.762, 0.012695, -3.36792
-5.811, 0.012817, -4.239502
-5.859, 0.012817, -4.715576
-5.908, 0.012695, -4.77417
-5.957, 0.012573, -4.429932
-6.006, 0.012695, -3.673096
-6.055, 0.012695, -2.568359
-6.104, 0.012329, -1.225586
-6.152, 0.012573, 0.230713
-6.201, 0.012817, 1.661377
-6.25, 0.012695, 2.93335
-6.299, 0.012817, 3.920898
-6.348, 0.012817, 4.541016
-6.396, 0.012939, 4.72168
-6.445, 0.012573, 4.460449
-6.494, 0.012817, 3.76709
-6.543, 0.012817, 2.718506
-6.592, 0.012817, 1.407471
-6.641, 0.012573, -0.0354
-6.689, 0.012695, -1.483154
-6.738, 0.012939, -2.792969
-6.787, 0.012817, -3.837891
-6.836, 0.012817, -4.525146
-6.885, 0.012939, -4.785156
-6.934, 0.012695, -4.598389
-6.982, 0.012817, -3.974609
-7.031, 0.012695, -2.984619
-7.08, 0.012695, -1.707764
-7.129, 0.012939, -0.52124
-7.178, 0.012817, 0.939941
-7.227, 0.012817, 2.30835
-7.275, 0.012451, 3.458252
-7.324, 0.012695, 4.274902
-7.373, 0.012573, 4.686279
-7.422, 0.012817, 4.650879
-7.471, 0.013062, 4.172363
-7.52, 0.012939, 3.295898
-7.568, 0.012573, 2.106934
-7.617, 0.012695, 0.71167
-7.666, 0.012573, -0.750732
-7.715, 0.013184, -2.148438
-7.764, 0.012817, -3.343506
-7.813, 0.012817, -4.224854
-7.861, 0.012817, -4.709473
-7.91, 0.012695, -4.748535
-7.959, 0.012939, -4.346924
-8.008, 0.012817, -3.532715
-8.057, 0.013062, -2.387695
-8.105, 0.012451, -1.019287
-8.154, 0.012817, 0.440674
-8.203, 0.012939, 1.856689
-8.252, 0.013062, 3.093262
-8.301, 0.013062, 4.036865
-8.35, 0.012939, 4.530029
-8.398, 0.012939, 4.726562
-8.447, 0.012939, 4.470215
-8.496, 0.012817, 3.791504
-8.545, 0.012817, 2.747803
-8.594, 0.012817, 1.442871
-8.643, 0.012573, -0.002441
-8.691, 0.012939, -1.450195
-8.74, 0.012939, -2.763672
-8.789, 0.012939, -3.818359
-8.838, 0.013184, -4.51416
-8.887, 0.012817, -4.783936
-8.936, 0.012695, -4.606934
-8.984, 0.012939, -3.995361
-9.033, 0.013184, -3.011475
-9.082, 0.012817, -1.740723
-9.131, 0.013184, -0.311279
-9.18, 0.012939, 1.14624
-9.229, 0.012695, 2.492676
-9.277, 0.012817, 3.597412
-9.326, 0.013062, 4.362793
-9.375, 0.012939, 4.708252
-9.424, 0.012695, 4.610596
-9.473, 0.012817, 4.069824
-9.521, 0.012695, 3.145752
-9.57, 0.012817, 1.916504
-9.619, 0.013062, 0.74585
-9.668, 0.012573, -0.716553
-9.717, 0.012695, -2.115479
-9.766, 0.012817, -3.317871
-9.814, 0.012939, -4.206543
-9.863, 0.013062, -4.702148
-9.912, 0.012817, -4.754639
-9.961, 0.012573, -4.359131
-10.01, 0.012817, -3.554688
-10.059, 0.013184, -2.418213
-10.107, 0.013184, -1.054688
-10.156, 0.012695, 0.407715
-10.205, 0.012817, 1.826172
-10.254, 0.012695, 3.071289
-10.303, 0.012939, 4.017334
-10.352, 0.012939, 4.586182
-10.4, 0.013062, 4.718018
-10.449, 0.012817, 4.400635
-10.498, 0.012939, 3.662109
-10.547, 0.013062, 2.573242
-10.596, 0.012695, 1.241455
-10.645, 0.012939, -0.212402
-10.693, 0.012695, -1.64917
-10.742, 0.012573, -2.932129
-10.791, 0.012573, -3.94043
-10.84, 0.012817, -4.501953
-10.889, 0.012817, -4.783936
-10.938, 0.012695, -4.615479
-10.986, 0.012817, -4.016113
-11.035, 0.012939, -3.037109
-11.084, 0.012695, -1.773682
-11.133, 0.012695, -0.345459
-11.182, 0.012939, 1.11084
-11.23, 0.012451, 2.463379
-11.279, 0.012573, 3.577881
-11.328, 0.012695, 4.348145
-11.377, 0.012695, 4.705811
-11.426, 0.012817, 4.616699
-11.475, 0.012695, 4.085693
-11.523, 0.012573, 3.170166
-11.572, 0.013062, 1.945801
-11.621, 0.012695, 0.53833
-11.67, 0.012817, -0.924072
-11.719, 0.012695, -2.303467
-11.768, 0.012695, -3.465576
-11.816, 0.012451, -4.301758
-11.865, 0.012817, -4.736328
-11.914, 0.012817, -4.726562
-11.963, 0.012573, -4.268799
-12.012, 0.012695, -3.411865
-12.061, 0.013306, -2.44873
-12.109, 0.012939, -1.088867
-12.158, 0.012695, 0.371094
-12.207, 0.013184, 1.790771
-12.256, 0.013184, 3.040771
-12.305, 0.012695, 3.997803
-12.354, 0.012329, 4.578857
-12.402, 0.012695, 4.716797
-12.451, 0.012817, 4.411621
-12.5, 0.012695, 3.682861
-12.549, 0.012817, 2.60498
-12.598, 0.012695, 1.274414
-12.646, 0.012817, -0.178223
-12.695, 0.012939, -1.616211
-12.744, 0.012573, -2.906494
-12.793, 0.012695, -3.920898
-12.842, 0.012817, -4.569092
-12.891, 0.012451, -4.787598
-12.939, 0.012085, -4.554443
-12.988, 0.012573, -3.896484
-13.037, 0.012573, -2.871094
-13.086, 0.012817, -1.577148
-13.135, 0.012817, -0.134277
-13.184, 0.012573, 1.315918
-13.232, 0.012817, 2.634277
-13.281, 0.012451, 3.708496
-13.33, 0.012817, 4.333496
-13.379, 0.012817, 4.703369
-13.428, 0.012695, 4.622803
-13.477, 0.012329, 4.106445
-13.525, 0.012695, 3.19458
-13.574, 0.012573, 1.981201
-13.623, 0.012573, 0.57373
-13.672, 0.012695, -0.889893
-13.721, 0.012695, -2.271729
-13.77, 0.012695, -3.442383
-13.818, 0.012939, -4.28833
-13.867, 0.012573, -4.731445
-13.916, 0.012695, -4.731445
-13.965, 0.012573, -4.284668
-14.014, 0.012817, -3.436279
-14.063, 0.012695, -2.263184
-14.111, 0.012573, -0.881348
-14.16, 0.012939, 0.579834
-14.209, 0.012939, 1.986084
-14.258, 0.012695, 3.199463
-14.307, 0.012817, 4.107666
-14.355, 0.012573, 4.625244
-14.404, 0.012817, 4.702148
-14.453, 0.012695, 4.331055
-14.502, 0.012451, 3.549805
-14.551, 0.012695, 2.631836
-14.6, 0.012817, 1.307373
-14.648, 0.012695, -0.144043
-14.697, 0.012085, -1.583252
-14.746, 0.012817, -2.879639
-14.795, 0.012329, -3.898926
-14.844, 0.012939, -4.559326
-14.893, 0.012817, -4.787598
-14.941, 0.012695, -4.56665
-14.99, 0.012817, -3.916016
-15.039, 0.013062, -2.900391
-15.088, 0.012939, -1.607666
-15.137, 0.012695, -0.170898
-15.186, 0.012451, 1.281738
-15.234, 0.012939, 2.607422
-15.283, 0.012939, 3.685303
-15.332, 0.012939, 4.414062
-15.381, 0.012817, 4.718018
-15.43, 0.012573, 4.576416
-15.479, 0.012451, 3.996582
-15.527, 0.012817, 3.037109
-15.576, 0.013062, 1.785889
-15.625, 0.012695, 0.36499
-15.674, 0.013062, -1.096191
-15.723, 0.012817, -2.454834
-15.771, 0.012451, -3.416748
-15.82, 0.012695, -4.272461
-15.869, 0.012695, -4.726562
-15.918, 0.012939, -4.736328
-15.967, 0.012817, -4.300537
-16.016, 0.013062, -3.459473
-16.064, 0.012573, -2.294922
-16.113, 0.012939, -0.917969
-16.162, 0.012817, 0.546875
-16.211, 0.012939, 1.953125
-16.26, 0.013184, 3.173828
-16.309, 0.012939, 4.090576
-16.357, 0.012695, 4.620361
-16.406, 0.012939, 4.705811
-16.455, 0.012695, 4.346924
-16.504, 0.012817, 3.569336
-16.553, 0.012817, 2.454834
